Wall time,Step,Value
1553660041.448549,42,0.265625
1553660041.7971,45,0.3125
1553660044.8921978,71,0.40625
1553660047.5690033,94,0.40625
1553660056.231165,167,0.484375
1553660063.6418285,229,0.5703125
1553660064.2366018,234,0.484375
1553660066.713996,255,0.53125
1553660068.8440437,273,0.4609375
1553660072.9484186,308,0.578125
1553660073.1761372,310,0.5546875
1553660074.1394682,318,0.4921875
1553660092.6731875,474,0.53125
1553660100.0036883,536,0.5390625
1553660105.1412578,579,0.4765625
1553660105.965656,586,0.5546875
1553660111.6604486,634,0.53125
1553660113.219731,647,0.5234375
1553660116.0288866,671,0.5
1553660121.1150966,714,0.5625
1553660122.0690873,722,0.609375
1553660129.5496604,785,0.5
1553660131.5782974,802,0.5
1553660132.282698,808,0.4921875
1553660135.5877855,836,0.5390625
1553660151.7921073,971,0.578125
1553660156.8820007,1014,0.53125
1553660163.0390513,1066,0.546875
1553660167.6158502,1104,0.5546875
1553660176.7409132,1180,0.5546875
1553660186.304676,1261,0.609375
1553660192.7467613,1316,0.578125
1553660193.1287344,1319,0.546875
1553660194.7992263,1333,0.5078125
1553660195.2738805,1337,0.578125
1553660200.9273205,1385,0.53125
1553660201.7695694,1392,0.546875
1553660207.165875,1436,0.5546875
1553660210.7311625,1466,0.546875
1553660217.4590015,1523,0.5390625
1553660220.9296196,1552,0.5859375
1553660222.8249457,1568,0.4921875
1553660224.7471027,1584,0.4765625
1553660237.5182996,1691,0.5234375
1553660242.6205506,1734,0.484375
1553660242.9767847,1737,0.5078125
1553660256.6096523,1844,0.6171875
1553660260.1011329,1866,0.5703125
1553660262.0222533,1877,0.5
1553660268.3260057,1917,0.4921875
1553660270.9870782,1934,0.484375
1553660273.0493028,1947,0.59375
1553660287.13988,2036,0.46875
1553660296.611863,2096,0.5625
1553660311.0404615,2187,0.59375
1553660312.9014359,2199,0.5
1553660317.8398502,2231,0.5078125
1553660318.7468817,2237,0.484375
1553660322.7784677,2262,0.546875
1553660329.781372,2307,0.5625
1553660343.0022352,2389,0.515625
1553660350.437302,2436,0.515625
1553660353.13895,2453,0.484375
