Wall time,Step,Value
1553701815.120678,42,2.0460264682769775
1553701815.309778,45,2.1150341033935547
1553701817.001551,71,2.1852946281433105
1553701818.4935775,94,2.078199625015259
1553701823.4776478,167,2.1430816650390625
1553701827.6122873,229,2.0943007469177246
1553701827.929155,234,1.9834975004196167
1553701829.374962,255,2.2084543704986572
1553701830.536676,273,2.0464396476745605
1553701832.7622833,308,2.016629695892334
1553701832.8878992,310,2.053589105606079
1553701833.3990097,318,2.029435157775879
1553701843.5421052,474,1.9717024564743042
1553701847.5299082,536,1.948604941368103
1553701850.3381567,579,2.0377538204193115
1553701850.8082821,586,2.0796244144439697
1553701853.9382951,634,2.062180757522583
1553701854.777184,647,2.021885633468628
1553701856.3138483,671,2.03065824508667
1553701859.0927567,714,1.9135522842407227
1553701859.6112251,722,2.0838675498962402
1553701863.7419162,785,2.0822322368621826
1553701864.8397794,802,2.0288405418395996
1553701865.2401345,808,1.9711790084838867
1553701867.1007733,836,2.076040267944336
1553701876.3356643,971,2.04160737991333
1553701879.130388,1014,2.195728302001953
1553701882.7328408,1066,1.961409091949463
1553701885.3892424,1104,1.9983646869659424
1553701890.5068913,1180,2.226104259490967
1553701895.845676,1261,2.020212173461914
1553701899.622271,1316,1.927825927734375
1553701899.8294854,1319,2.1010959148406982
1553701900.808864,1333,2.0435972213745117
1553701901.084203,1337,1.9883224964141846
1553701904.2311115,1385,1.9103240966796875
1553701904.7050576,1392,2.0388052463531494
1553701907.7850199,1436,2.0758004188537598
1553701909.763675,1466,2.0772085189819336
1553701913.5412145,1523,2.089949131011963
1553701915.4554713,1552,1.9369511604309082
1553701916.4808497,1568,1.945561170578003
1553701917.536876,1584,1.9657833576202393
1553701924.980254,1691,1.9568815231323242
1553701927.811745,1734,1.9109688997268677
1553701928.0060923,1737,1.9443684816360474
1553701935.2876132,1844,1.997143268585205
1553701936.7988355,1866,1.9810140132904053
1553701937.6985426,1877,2.012726306915283
1553701940.4138396,1917,2.1897456645965576
1553701941.5514498,1934,1.8410723209381104
1553701942.4355247,1947,2.1397671699523926
1553701948.58748,2036,2.081580877304077
1553701952.6919968,2096,2.022808074951172
1553701958.9171793,2187,2.0544819831848145
1553701959.769901,2199,1.9087690114974976
1553701962.01651,2231,2.081132173538208
1553701962.4435241,2237,1.8655147552490234
1553701964.1722457,2262,1.9655488729476929
1553701967.3148522,2307,1.926392674446106
1553701972.8687813,2389,2.088067054748535
1553701975.9180667,2436,1.9158413410186768
1553701977.0204513,2453,1.7861852645874023
1553701977.148702,2455,1.9270894527435303
1553701977.4771075,2460,1.922041893005371
1553701979.1183531,2485,1.8918782472610474
1553701979.1841526,2486,1.9138216972351074
1553701979.972221,2498,1.9859999418258667
1553701980.30924,2503,1.923905611038208
1553701982.2397907,2532,2.051368474960327
1553701983.2647183,2547,2.1770594120025635
1553701992.593129,2685,1.9563806056976318
1553701996.2670462,2740,2.1085877418518066
1553702011.925664,2967,2.111741542816162
1553702016.8789673,3038,2.0038280487060547
1553702017.0917795,3041,1.8702555894851685
1553702021.158973,3099,1.9085495471954346
1553702025.4893115,3161,1.931586742401123
1553702030.0328982,3230,1.9153079986572266
1553702030.940055,3244,1.8786048889160156
1553702031.0717008,3246,1.9178218841552734
1553702031.136988,3247,2.1773252487182617
1553702035.2359908,3305,1.9076564311981201
1553702047.082962,3480,1.895215630531311
1553702056.6550157,3618,2.0311315059661865
1553702056.8007896,3620,2.005606174468994
1553702060.1379259,3670,1.8341747522354126
1553702064.8561277,3741,1.9380390644073486
1553702068.5778003,3793,1.877970814704895
1553702069.9620214,3814,1.9593236446380615
1553702070.415752,3821,1.8472518920898438
1553702077.756382,3928,1.923572301864624
1553702079.715072,3956,1.9100637435913086
1553702081.651601,3984,1.844046950340271
1553702085.2129416,4036,1.894877552986145
1553702089.4301143,4098,1.7169032096862793
1553702096.0138283,4196,2.0187439918518066
1553702098.2380733,4227,1.740307331085205
1553702098.5691652,4232,1.718801736831665
1553702104.3278937,4317,1.993113398551941
1553702104.464703,4319,1.8709490299224854
1553702110.0551507,4400,1.7723257541656494
1553702116.4165845,4492,1.8142070770263672
1553702117.5992842,4509,1.8516571521759033
1553702119.0872037,4530,1.9189980030059814
1553702128.3712733,4664,1.9847080707550049
1553702128.6499593,4668,1.9316318035125732
