Wall time,Step,Value
1553666856.9504542,42,0.3125
1553666857.5510375,45,0.359375
1553666863.1079936,71,0.4765625
1553666869.4207098,94,0.4609375
1553666888.9208214,167,0.46875
1553666905.6965008,229,0.46875
1553666907.0435896,234,0.515625
1553666912.6754036,255,0.5078125
1553666917.5252821,273,0.5
1553666926.935969,308,0.4140625
1553666927.4663937,310,0.484375
1553666929.6357982,318,0.5078125
1553666971.6187093,474,0.5078125
1553666988.2695546,536,0.4296875
1553666999.7912982,579,0.421875
1553667001.6486511,586,0.4375
1553667014.5089786,634,0.421875
1553667018.0033965,647,0.4609375
1553667024.4573128,671,0.4921875
1553667036.0068867,714,0.4609375
1553667038.1603193,722,0.4375
1553667055.0108612,785,0.46875
1553667059.5873823,802,0.5234375
1553667061.2014947,808,0.4453125
1553667068.7391748,836,0.546875
1553667105.1691751,971,0.5
1553667116.6553922,1014,0.453125
1553667130.6360657,1066,0.4375
1553667140.818408,1104,0.46875
1553667161.2215233,1180,0.4375
1553667182.9748805,1261,0.421875
1553667197.668194,1316,0.421875
1553667198.467888,1319,0.53125
1553667202.2186348,1333,0.4921875
1553667203.288155,1337,0.4296875
1553667216.1444473,1385,0.546875
1553667218.013014,1392,0.4765625
1553667230.0051134,1436,0.484375
1553667238.0648844,1466,0.46875
1553667253.2581203,1523,0.484375
1553667261.034091,1552,0.4765625
1553667265.3465075,1568,0.546875
1553667269.6384816,1584,0.4375
1553667298.3292584,1691,0.453125
1553667309.8651962,1734,0.5
1553667310.7004838,1737,0.484375
1553667339.3064153,1844,0.5
1553667345.2468626,1866,0.546875
1553667348.34558,1877,0.4609375
1553667359.047818,1917,0.4609375
1553667363.5857177,1934,0.5078125
1553667367.061419,1947,0.5390625
1553667390.924808,2036,0.4765625
1553667407.0445468,2096,0.4921875
1553667431.5096185,2187,0.5546875
1553667434.6924214,2199,0.5546875
1553667443.3094623,2231,0.5234375
1553667444.9357374,2237,0.46875
1553667451.6080346,2262,0.5859375
1553667463.6999125,2307,0.4921875
1553667485.7884493,2389,0.484375
1553667498.3411872,2436,0.5
1553667502.9043467,2453,0.5234375
1553667503.4425201,2455,0.5390625
1553667504.7989182,2460,0.484375
1553667511.532431,2485,0.5234375
1553667511.803315,2486,0.484375
1553667515.0474138,2498,0.453125
1553667516.4104772,2503,0.4296875
1553667524.2088974,2532,0.4765625
1553667528.229022,2547,0.5234375
1553667529.8425968,2553,0.5703125
1553667565.3508372,2685,0.4765625
1553667580.0274246,2740,0.4921875
1553667641.2294347,2967,0.546875
1553667660.2229457,3038,0.5078125
1553667661.024037,3041,0.4609375
1553667676.5467725,3099,0.5234375
1553667693.2271283,3161,0.4609375
1553667711.6515985,3230,0.515625
1553667715.407669,3244,0.4296875
1553667715.948519,3246,0.5625
1553667716.2243974,3247,0.5078125
1553667732.0467448,3305,0.4765625
1553667778.9394047,3480,0.5078125
1553667815.9450269,3618,0.4296875
1553667816.485743,3620,0.515625
1553667829.7868788,3670,0.4765625
1553667848.8728976,3741,0.5078125
1553667862.9634917,3793,0.5234375
1553667868.6046095,3814,0.5859375
1553667870.4946458,3821,0.5234375
1553667899.182472,3928,0.53125
1553667906.692271,3956,0.5078125
1553667914.184022,3984,0.546875
1553667928.1564379,4036,0.5
1553667944.7583208,4098,0.4453125
1553667971.072132,4196,0.5
1553667979.552056,4227,0.5703125
1553667980.9027543,4232,0.53125
1553668003.7741172,4317,0.5
1553668004.3075147,4319,0.578125
1553668026.0220027,4400,0.5390625
1553668050.6929796,4492,0.515625
1553668055.2566915,4509,0.484375
1553668060.873991,4530,0.453125
1553668096.7432811,4664,0.46875
1553668097.8323998,4668,0.4609375
1553668099.9799314,4676,0.5
1553668130.148159,4788,0.5859375
1553668133.9168255,4802,0.53125
1553668144.0735126,4840,0.46875
1553668147.3241892,4852,0.4765625
1553668158.5931983,4894,0.53125
1553668179.1953046,4971,0.40625
1553668200.3271916,5050,0.5703125
1553668200.863512,5052,0.4453125
1553668215.3421202,5106,0.5234375
1553668222.8844872,5134,0.5625
1553668251.3809326,5239,0.5546875
1553668279.8320203,5345,0.484375
1553668283.5519269,5359,0.53125
1553668299.9575944,5420,0.5234375
1553668334.5479658,5549,0.546875
1553668369.634979,5679,0.5390625
1553668381.3838863,5723,0.5546875
1553668404.284559,5808,0.5625
1553668409.6904998,5828,0.4765625
1553668419.3644636,5864,0.546875
1553668421.2533875,5871,0.53125
1553668430.8510952,5907,0.5390625
1553668436.4759347,5928,0.53125
1553668453.1214736,5990,0.53125
1553668458.4733808,6010,0.4453125
1553668488.4649093,6121,0.578125
1553668491.159913,6131,0.609375
1553668509.6820526,6200,0.5859375
1553668513.1326814,6213,0.609375
1553668514.751595,6219,0.484375
1553668518.227476,6232,0.546875
1553668533.4998522,6289,0.5859375
1553668539.6917682,6312,0.515625
1553668556.793446,6376,0.484375
1553668595.50758,6520,0.5234375
1553668610.2043579,6574,0.5390625
1553668618.022189,6603,0.5859375
1553668632.559959,6657,0.546875
1553668643.0018353,6696,0.5234375
1553668643.814737,6699,0.59375
1553668647.0455883,6711,0.53125
1553668655.4316502,6742,0.5625
1553668685.4933891,6854,0.4921875
1553668715.5891116,6966,0.53125
1553668722.5553286,6992,0.546875
1553668753.4022899,7106,0.5234375
1553668755.5481508,7114,0.5625
1553668766.5154216,7155,0.6171875
1553668791.1872954,7247,0.5390625
1553668808.3531919,7311,0.59375
1553668821.2066813,7359,0.5546875
1553668827.3311944,7382,0.5859375
1553668845.55415,7450,0.5625
1553668848.2379875,7460,0.515625
1553668849.057469,7463,0.53125
1553668853.0601466,7478,0.5859375
1553668862.062703,7511,0.59375
1553668911.006439,7693,0.53125
1553668929.0702531,7760,0.578125
1553668936.583896,7788,0.578125
1553668939.2664773,7798,0.59375
1553668948.7130375,7833,0.6171875
1553668991.3690405,7991,0.6171875
1553669011.5809228,8066,0.5859375
1553669042.0905752,8180,0.5546875
1553669053.0060785,8221,0.625
1553669083.4318287,8334,0.625
1553669091.175025,8363,0.5390625
1553669092.5258682,8368,0.640625
1553669094.9579804,8377,0.578125
1553669119.2452075,8467,0.609375
1553669120.0499482,8470,0.609375
1553669127.562671,8498,0.5703125
1553669130.2506669,8508,0.640625
1553669155.1148033,8601,0.6640625
1553669164.2426534,8635,0.6640625
1553669180.3956513,8695,0.5703125
1553669213.6270163,8819,0.578125
1553669229.4899018,8878,0.515625
1553669236.6220417,8904,0.5859375
1553669237.423289,8907,0.65625
1553669243.0641522,8928,0.625
1553669244.9361482,8935,0.5390625
1553669260.569383,8993,0.6328125
1553669262.1704879,8999,0.59375
1553669277.0138574,9055,0.65625
1553669332.0497906,9260,0.625
1553669347.114237,9316,0.671875
1553669355.7248273,9348,0.5859375
1553669379.2904162,9435,0.6328125
1553669388.2066727,9468,0.5703125
1553669409.3320909,9547,0.6171875
1553669411.1868196,9554,0.609375
1553669414.6865983,9567,0.5703125
1553669430.8142176,9627,0.59375
1553669438.8857653,9657,0.6171875
1553669445.0590885,9680,0.65625
1553669449.9146445,9698,0.625
1553669488.9213445,9843,0.6015625
1553669506.1220498,9907,0.71875
1553669546.576434,10058,0.6875
1553669553.5562112,10084,0.6484375
1553669605.0349553,10276,0.5859375
1553669606.9112055,10283,0.7109375
1553669637.3407388,10396,0.640625
1553669638.1469166,10399,0.6328125
1553669643.7280643,10420,0.546875
1553669659.593291,10479,0.71875
1553669671.088886,10522,0.6640625
1553669693.8873208,10607,0.65625
1553669702.207168,10638,0.671875
1553669706.4672453,10654,0.5703125
1553669711.0191047,10671,0.671875
1553669721.7681565,10711,0.5859375
1553669734.434518,10757,0.7109375
