Wall time,Step,Value
1553655652.2271047,42,1.9026849269866943
1553655652.4405055,45,1.851664662361145
1553655654.3433206,71,1.9147601127624512
1553655656.0794163,94,2.1454453468322754
1553655662.1450899,167,2.1452078819274902
1553655668.3798552,229,1.9304108619689941
1553655668.871218,234,1.9313499927520752
1553655671.0055869,255,1.9897139072418213
1553655672.7981052,273,2.0573372840881348
1553655676.2539136,308,1.986543893814087
1553655676.4436975,310,1.7950003147125244
1553655677.2236445,318,1.9210025072097778
1553655687.3444777,421,2.069307804107666
1553655692.8591442,474,1.8150484561920166
1553655699.041078,536,1.8355228900909424
1553655703.5166383,579,1.7922989130020142
1553655704.2390075,586,2.0628457069396973
1553655709.0662181,634,1.9662221670150757
1553655710.3005557,647,1.759065866470337
1553655712.6825094,671,1.9139305353164673
1553655717.2743626,714,1.8426306247711182
1553655718.070725,722,2.0415449142456055
1553655723.2127955,771,2.110477924346924
1553655724.6831365,785,1.8035638332366943
1553655726.3276756,802,2.0716872215270996
1553655726.9264383,808,1.746232509613037
1553655729.656751,836,1.9119192361831665
1553655743.2547672,971,1.9647276401519775
1553655747.6269376,1014,1.7675681114196777
1553655752.843981,1066,1.906725287437439
1553655756.7180142,1104,1.8950127363204956
1553655764.3699267,1180,1.89034903049469
1553655772.4974742,1261,1.8144145011901855
1553655778.0044358,1316,2.200138568878174
1553655778.2904124,1319,1.9166245460510254
1553655779.729422,1333,1.7797019481658936
1553655780.1044657,1337,1.8308322429656982
1553655784.8974357,1385,1.8265427350997925
1553655785.5508006,1392,2.0034520626068115
1553655790.1478608,1436,1.6616439819335938
1553655793.220146,1466,1.8970848321914673
1553655798.951786,1523,1.691725254058838
1553655801.9107366,1552,1.7353330850601196
1553655803.5430574,1568,1.9423688650131226
1553655805.1575491,1584,1.8302605152130127
1553655810.5980763,1640,1.759476900100708
1553655815.6492074,1691,1.7400500774383545
1553655818.3118336,1718,1.8521044254302979
1553655819.9200227,1734,1.625999927520752
1553655820.2307405,1737,1.8821836709976196
1553655824.6830392,1781,1.8506966829299927
1553655830.8972373,1844,1.708550214767456
1553655833.1010022,1866,1.8912389278411865
1553655833.416695,1869,1.89847993850708
1553655834.3745701,1877,1.9159691333770752
1553655838.3212397,1917,1.7266862392425537
1553655839.8550327,1934,1.8624484539031982
1553655841.1736207,1947,1.7065691947937012
1553655850.285621,2036,1.5609911680221558
1553655856.3184135,2096,1.7300976514816284
1553655865.3637938,2187,1.886099100112915
1553655866.6229265,2199,1.8874305486679077
1553655869.814296,2231,1.852818489074707
1553655870.4011405,2237,1.8802471160888672
1553655872.366845,2257,1.7531263828277588
1553655872.9071865,2262,2.017008066177368
1553655877.3595092,2307,1.7063446044921875
1553655878.5690017,2319,1.8745532035827637
1553655885.7932928,2389,1.8398425579071045
1553655890.4490476,2436,1.809097170829773
1553655892.161643,2453,1.664359211921692
1553655892.3443708,2455,1.6254109144210815
1553655892.8485525,2460,1.7979791164398193
1553655895.3704886,2485,1.6673699617385864
1553655895.4622285,2486,2.002582550048828
1553655896.754984,2498,1.7817866802215576
1553655897.3031442,2503,1.6089203357696533
1553655900.2404368,2532,1.794014573097229
1553655901.7673807,2547,1.9531240463256836
1553655902.473204,2553,1.7084908485412598
